ID,Student_ID,Subject_Name,Year,Term,Score,Grade
PERF3294,STD044,English Studies,SS3,Third Term,72,B2
PERF3295,STD044,Mathematics,SS1,First Term,61,C4
PERF3296,STD044,Mathematics,SS1,Second Term,65,B3
PERF3297,STD044,Mathematics,SS1,Third Term,32,F9
PERF3298,STD044,Mathematics,SS2,First Term,19,F9
PERF3299,STD044,Mathematics,SS2,Second Term,35,F9
PERF3300,STD044,Mathematics,SS2,Third Term,16,F9
PERF3301,STD044,Mathematics,SS3,First Term,27,F9
PERF3302,STD044,Mathematics,SS3,Second Term,31,F9
PERF3303,STD044,Mathematics,SS3,Third Term,53,C6
PERF3304,STD044,Civic Education,SS1,First Term,94,A1
PERF3305,STD044,Civic Education,SS1,Second Term,90,A1
PERF3306,STD044,Civic Education,SS1,Third Term,17,F9
PERF3307,STD044,Civic Education,SS2,First Term,28,F9
PERF3308,STD044,Civic Education,SS2,Second Term,84,A1
PERF3309,STD044,Civic Education,SS2,Third Term,63,C4
PERF3310,STD044,Civic Education,SS3,First Term,17,F9
PERF3311,STD044,Civic Education,SS3,Second Term,46,D7
PERF3312,STD044,Civic Education,SS3,Third Term,93,A1
PERF3313,STD044,Technical Drawing,SS1,First Term,95,A1
PERF3314,STD044,Technical Drawing,SS1,Second Term,67,B3
PERF3315,STD044,Technical Drawing,SS1,Third Term,66,B3
PERF3316,STD044,Technical Drawing,SS2,First Term,95,A1
PERF3317,STD044,Technical Drawing,SS2,Second Term,12,F9
PERF3318,STD044,Technical Drawing,SS2,Third Term,18,F9
PERF3319,STD044,Technical Drawing,SS3,First Term,28,F9
PERF3320,STD044,Technical Drawing,SS3,Second Term,35,F9
PERF3321,STD044,Technical Drawing,SS3,Third Term,71,B2
PERF3322,STD044,Computer Science,SS1,First Term,74,B2
PERF3323,STD044,Computer Science,SS1,Second Term,61,C4
PERF3324,STD044,Computer Science,SS1,Third Term,83,A1
PERF3325,STD044,Computer Science,SS2,First Term,43,E8
PERF3326,STD044,Computer Science,SS2,Second Term,20,F9
PERF3327,STD044,Computer Science,SS2,Third Term,43,E8
PERF3328,STD044,Computer Science,SS3,First Term,82,A1
PERF3329,STD044,Computer Science,SS3,Second Term,42,E8
PERF3330,STD044,Computer Science,SS3,Third Term,29,F9
PERF3331,STD044,Geography,SS1,First Term,31,F9
PERF3332,STD044,Geography,SS1,Second Term,57,C5
PERF3333,STD044,Geography,SS1,Third Term,31,F9
PERF3334,STD044,Geography,SS2,First Term,19,F9
PERF3335,STD044,Geography,SS2,Second Term,88,A1
PERF3336,STD044,Geography,SS2,Third Term,83,A1
PERF3337,STD044,Geography,SS3,First Term,77,A1
PERF3338,STD044,Geography,SS3,Second Term,91,A1
PERF3339,STD044,Geography,SS3,Third Term,70,B2
PERF3340,STD044,Further Mathematics,SS1,First Term,13,F9
PERF3341,STD044,Further Mathematics,SS1,Second Term,83,A1
PERF3342,STD044,Further Mathematics,SS1,Third Term,48,D7
PERF3343,STD044,Further Mathematics,SS2,First Term,55,C5
PERF3344,STD044,Further Mathematics,SS2,Second Term,29,F9
PERF3345,STD044,Further Mathematics,SS2,Third Term,62,C4
PERF3346,STD044,Further Mathematics,SS3,First Term,18,F9
PERF3347,STD044,Further Mathematics,SS3,Second Term,48,D7
PERF3348,STD044,Further Mathematics,SS3,Third Term,26,F9
PERF3349,STD044,Chemistry,SS1,First Term,40,E8
PERF3350,STD044,Chemistry,SS1,Second Term,79,A1
PERF3351,STD044,Chemistry,SS1,Third Term,63,C4
PERF3352,STD044,Chemistry,SS2,First Term,32,F9
PERF3353,STD044,Chemistry,SS2,Second Term,66,B3
PERF3354,STD044,Chemistry,SS2,Third Term,24,F9
PERF3355,STD044,Chemistry,SS3,First Term,24,F9
PERF3356,STD044,Chemistry,SS3,Second Term,90,A1
PERF3357,STD044,Chemistry,SS3,Third Term,65,B3
PERF3358,STD044,Data Processing,SS1,First Term,87,A1
PERF3359,STD044,Data Processing,SS1,Second Term,49,D7
PERF3360,STD044,Data Processing,SS1,Third Term,39,F9
PERF3361,STD044,Data Processing,SS2,First Term,71,B2
PERF3362,STD044,Data Processing,SS2,Second Term,24,F9
PERF3363,STD044,Data Processing,SS2,Third Term,32,F9
PERF3364,STD044,Data Processing,SS3,First Term,32,F9
PERF3365,STD044,Data Processing,SS3,Second Term,60,C4
PERF3366,STD044,Data Processing,SS3,Third Term,48,D7
PERF3367,STD045,English Studies,SS1,First Term,95,A1
PERF3368,STD045,English Studies,SS1,Second Term,33,F9
PERF3369,STD045,English Studies,SS1,Third Term,57,C5
PERF3370,STD045,English Studies,SS2,First Term,50,C6
PERF3371,STD045,English Studies,SS2,Second Term,90,A1
PERF3372,STD045,English Studies,SS2,Third Term,65,B3
PERF3373,STD045,English Studies,SS3,First Term,21,F9
PERF3374,STD045,English Studies,SS3,Second Term,59,C5
PERF3375,STD045,English Studies,SS3,Third Term,19,F9
PERF3376,STD045,Mathematics,SS1,First Term,23,F9
PERF3377,STD045,Mathematics,SS1,Second Term,36,F9
PERF3378,STD045,Mathematics,SS1,Third Term,83,A1
PERF3379,STD045,Mathematics,SS2,First Term,33,F9
PERF3380,STD045,Mathematics,SS2,Second Term,16,F9
PERF3381,STD045,Mathematics,SS2,Third Term,70,B2
PERF3382,STD045,Mathematics,SS3,First Term,82,A1
PERF3383,STD045,Mathematics,SS3,Second Term,15,F9
PERF3384,STD045,Mathematics,SS3,Third Term,59,C5
PERF3385,STD045,Civic Education,SS1,First Term,47,D7
PERF3386,STD045,Civic Education,SS1,Second Term,13,F9
PERF3387,STD045,Civic Education,SS1,Third Term,13,F9
PERF3388,STD045,Civic Education,SS2,First Term,24,F9
PERF3389,STD045,Civic Education,SS2,Second Term,74,B2
PERF3390,STD045,Civic Education,SS2,Third Term,51,C6
PERF3391,STD045,Civic Education,SS3,First Term,94,A1
PERF3392,STD045,Civic Education,SS3,Second Term,79,A1
PERF3393,STD045,Civic Education,SS3,Third Term,88,A1
PERF3394,STD045,Computer Science,SS1,First Term,33,F9
PERF3395,STD045,Computer Science,SS1,Second Term,76,A1
PERF3396,STD045,Computer Science,SS1,Third Term,57,C5
PERF3397,STD045,Computer Science,SS2,First Term,85,A1
PERF3398,STD045,Computer Science,SS2,Second Term,23,F9
PERF3399,STD045,Computer Science,SS2,Third Term,22,F9
PERF3400,STD045,Computer Science,SS3,First Term,70,B2
PERF3401,STD045,Computer Science,SS3,Second Term,72,B2
PERF3402,STD045,Computer Science,SS3,Third Term,29,F9
PERF3403,STD045,Agricultural Science,SS1,First Term,77,A1
PERF3404,STD045,Agricultural Science,SS1,Second Term,77,A1
PERF3405,STD045,Agricultural Science,SS1,Third Term,83,A1
PERF3406,STD045,Agricultural Science,SS2,First Term,74,B2
PERF3407,STD045,Agricultural Science,SS2,Second Term,50,C6
PERF3408,STD045,Agricultural Science,SS2,Third Term,54,C6
PERF3409,STD045,Agricultural Science,SS3,First Term,54,C6
PERF3410,STD045,Agricultural Science,SS3,Second Term,67,B3
PERF3411,STD045,Agricultural Science,SS3,Third Term,23,F9
PERF3412,STD045,Physics,SS1,First Term,19,F9
PERF3413,STD045,Physics,SS1,Second Term,47,D7
PERF3414,STD045,Physics,SS1,Third Term,36,F9
PERF3415,STD045,Physics,SS2,First Term,13,F9
PERF3416,STD045,Physics,SS2,Second Term,85,A1
PERF3417,STD045,Physics,SS2,Third Term,19,F9
PERF3418,STD045,Physics,SS3,First Term,64,C4
PERF3419,STD045,Physics,SS3,Second Term,75,A1
PERF3420,STD045,Physics,SS3,Third Term,52,C6
PERF3421,STD045,Further Mathematics,SS1,First Term,87,A1
PERF3422,STD045,Further Mathematics,SS1,Second Term,70,B2
PERF3423,STD045,Further Mathematics,SS1,Third Term,82,A1
PERF3424,STD045,Further Mathematics,SS2,First Term,51,C6
PERF3425,STD045,Further Mathematics,SS2,Second Term,54,C6
PERF3426,STD045,Further Mathematics,SS2,Third Term,70,B2
PERF3427,STD045,Further Mathematics,SS3,First Term,68,B3
PERF3428,STD045,Further Mathematics,SS3,Second Term,66,B3
PERF3429,STD045,Further Mathematics,SS3,Third Term,84,A1
PERF3430,STD045,Economics,SS1,First Term,64,C4
PERF3431,STD045,Economics,SS1,Second Term,66,B3
PERF3432,STD045,Economics,SS1,Third Term,68,B3
PERF3433,STD045,Economics,SS2,First Term,33,F9
PERF3434,STD045,Economics,SS2,Second Term,56,C5
PERF3435,STD045,Economics,SS2,Third Term,88,A1
PERF3436,STD045,Economics,SS3,First Term,31,F9
PERF3437,STD045,Economics,SS3,Second Term,72,B2
PERF3438,STD045,Economics,SS3,Third Term,21,F9
PERF3439,STD045,Mechanics,SS1,First Term,43,E8
PERF3440,STD045,Mechanics,SS1,Second Term,61,C4
PERF3441,STD045,Mechanics,SS1,Third Term,95,A1
PERF3442,STD045,Mechanics,SS2,First Term,51,C6
PERF3443,STD045,Mechanics,SS2,Second Term,69,B3
PERF3444,STD045,Mechanics,SS2,Third Term,30,F9
PERF3445,STD045,Mechanics,SS3,First Term,75,A1
PERF3446,STD045,Mechanics,SS3,Second Term,48,D7
PERF3447,STD045,Mechanics,SS3,Third Term,36,F9
PERF3448,STD046,English Studies,SS1,First Term,89,A1
PERF3449,STD046,English Studies,SS1,Second Term,33,F9
PERF3450,STD046,English Studies,SS1,Third Term,27,F9
PERF3451,STD046,English Studies,SS2,First Term,15,F9
PERF3452,STD046,English Studies,SS2,Second Term,20,F9
PERF3453,STD046,English Studies,SS2,Third Term,17,F9
PERF3454,STD046,English Studies,SS3,First Term,60,C4
PERF3455,STD046,English Studies,SS3,Second Term,50,C6
PERF3456,STD046,English Studies,SS3,Third Term,88,A1
PERF3457,STD046,Mathematics,SS1,First Term,53,C6
PERF3458,STD046,Mathematics,SS1,Second Term,46,D7
PERF3459,STD046,Mathematics,SS1,Third Term,47,D7
PERF3460,STD046,Mathematics,SS2,First Term,20,F9
PERF3461,STD046,Mathematics,SS2,Second Term,68,B3
PERF3462,STD046,Mathematics,SS2,Third Term,62,C4
PERF3463,STD046,Mathematics,SS3,First Term,53,C6
PERF3464,STD046,Mathematics,SS3,Second Term,16,F9
PERF3465,STD046,Mathematics,SS3,Third Term,93,A1
PERF3466,STD046,Civic Education,SS1,First Term,53,C6
PERF3467,STD046,Civic Education,SS1,Second Term,91,A1
PERF3468,STD046,Civic Education,SS1,Third Term,13,F9
PERF3469,STD046,Civic Education,SS2,First Term,90,A1
PERF3470,STD046,Civic Education,SS2,Second Term,84,A1
PERF3471,STD046,Civic Education,SS2,Third Term,75,A1
PERF3472,STD046,Civic Education,SS3,First Term,70,B2
PERF3473,STD046,Civic Education,SS3,Second Term,92,A1
PERF3474,STD046,Civic Education,SS3,Third Term,58,C5
PERF3475,STD046,CRS/IRS,SS1,First Term,58,C5
PERF3476,STD046,CRS/IRS,SS1,Second Term,34,F9
PERF3477,STD046,CRS/IRS,SS1,Third Term,94,A1
PERF3478,STD046,CRS/IRS,SS2,First Term,23,F9
PERF3479,STD046,CRS/IRS,SS2,Second Term,93,A1
PERF3480,STD046,CRS/IRS,SS2,Third Term,47,D7
PERF3481,STD046,CRS/IRS,SS3,First Term,40,E8
PERF3482,STD046,CRS/IRS,SS3,Second Term,51,C6
PERF3483,STD046,CRS/IRS,SS3,Third Term,56,C5
PERF3484,STD046,Geography,SS1,First Term,76,A1
PERF3485,STD046,Geography,SS1,Second Term,44,E8
PERF3486,STD046,Geography,SS1,Third Term,19,F9
PERF3487,STD046,Geography,SS2,First Term,49,D7
PERF3488,STD046,Geography,SS2,Second Term,75,A1
PERF3489,STD046,Geography,SS2,Third Term,23,F9
PERF3490,STD046,Geography,SS3,First Term,46,D7
PERF3491,STD046,Geography,SS3,Second Term,78,A1
PERF3492,STD046,Geography,SS3,Third Term,90,A1
PERF3493,STD046,Economics,SS1,First Term,83,A1
PERF3494,STD046,Economics,SS1,Second Term,40,E8
PERF3495,STD046,Economics,SS1,Third Term,84,A1
PERF3496,STD046,Economics,SS2,First Term,62,C4
PERF3497,STD046,Economics,SS2,Second Term,81,A1
PERF3498,STD046,Economics,SS2,Third Term,44,E8
PERF3499,STD046,Economics,SS3,First Term,17,F9
PERF3500,STD046,Economics,SS3,Second Term,54,C6
PERF3501,STD046,Economics,SS3,Third Term,66,B3
PERF3502,STD046,Literature-in-English,SS1,First Term,27,F9
PERF3503,STD046,Literature-in-English,SS1,Second Term,45,D7
PERF3504,STD046,Literature-in-English,SS1,Third Term,15,F9
PERF3505,STD046,Literature-in-English,SS2,First Term,22,F9
PERF3506,STD046,Literature-in-English,SS2,Second Term,44,E8
PERF3507,STD046,Literature-in-English,SS2,Third Term,77,A1
PERF3508,STD046,Literature-in-English,SS3,First Term,23,F9
PERF3509,STD046,Literature-in-English,SS3,Second Term,60,C4
PERF3510,STD046,Literature-in-English,SS3,Third Term,15,F9
PERF3511,STD046,History,SS1,First Term,25,F9
PERF3512,STD046,History,SS1,Second Term,49,D7
PERF3513,STD046,History,SS1,Third Term,82,A1
PERF3514,STD046,History,SS2,First Term,42,E8
PERF3515,STD046,History,SS2,Second Term,34,F9
PERF3516,STD046,History,SS2,Third Term,14,F9
PERF3517,STD046,History,SS3,First Term,88,A1
PERF3518,STD046,History,SS3,Second Term,47,D7
PERF3519,STD046,History,SS3,Third Term,67,B3
PERF3520,STD046,Bookkeeping,SS1,First Term,90,A1
PERF3521,STD046,Bookkeeping,SS1,Second Term,16,F9
PERF3522,STD046,Bookkeeping,SS1,Third Term,21,F9
PERF3523,STD046,Bookkeeping,SS2,First Term,72,B2
PERF3524,STD046,Bookkeeping,SS2,Second Term,73,B2
PERF3525,STD046,Bookkeeping,SS2,Third Term,64,C4
PERF3526,STD046,Bookkeeping,SS3,First Term,17,F9
PERF3527,STD046,Bookkeeping,SS3,Second Term,81,A1
PERF3528,STD046,Bookkeeping,SS3,Third Term,94,A1
PERF3529,STD047,English Studies,SS1,First Term,15,F9
PERF3530,STD047,English Studies,SS1,Second Term,47,D7
PERF3531,STD047,English Studies,SS1,Third Term,63,C4
PERF3532,STD047,English Studies,SS2,First Term,92,A1
PERF3533,STD047,English Studies,SS2,Second Term,41,E8
PERF3534,STD047,English Studies,SS2,Third Term,82,A1
PERF3535,STD047,English Studies,SS3,First Term,56,C5
PERF3536,STD047,English Studies,SS3,Second Term,26,F9
PERF3537,STD047,English Studies,SS3,Third Term,13,F9
PERF3538,STD047,Mathematics,SS1,First Term,26,F9
PERF3539,STD047,Mathematics,SS1,Second Term,40,E8
PERF3540,STD047,Mathematics,SS1,Third Term,17,F9
PERF3541,STD047,Mathematics,SS2,First Term,46,D7
PERF3542,STD047,Mathematics,SS2,Second Term,82,A1
PERF3543,STD047,Mathematics,SS2,Third Term,75,A1
PERF3544,STD047,Mathematics,SS3,First Term,80,A1
PERF3545,STD047,Mathematics,SS3,Second Term,44,E8
PERF3546,STD047,Mathematics,SS3,Third Term,25,F9
PERF3547,STD047,Civic Education,SS1,First Term,82,A1
PERF3548,STD047,Civic Education,SS1,Second Term,66,B3
PERF3549,STD047,Civic Education,SS1,Third Term,72,B2
PERF3550,STD047,Civic Education,SS2,First Term,32,F9
PERF3551,STD047,Civic Education,SS2,Second Term,50,C6
PERF3552,STD047,Civic Education,SS2,Third Term,17,F9
PERF3553,STD047,Civic Education,SS3,First Term,35,F9
PERF3554,STD047,Civic Education,SS3,Second Term,91,A1
PERF3555,STD047,Civic Education,SS3,Third Term,33,F9
PERF3556,STD047,Physics,SS1,First Term,74,B2
PERF3557,STD047,Physics,SS1,Second Term,45,D7
PERF3558,STD047,Physics,SS1,Third Term,28,F9
PERF3559,STD047,Physics,SS2,First Term,50,C6
PERF3560,STD047,Physics,SS2,Second Term,28,F9
PERF3561,STD047,Physics,SS2,Third Term,51,C6
PERF3562,STD047,Physics,SS3,First Term,65,B3
PERF3563,STD047,Physics,SS3,Second Term,63,C4
PERF3564,STD047,Physics,SS3,Third Term,62,C4
PERF3565,STD047,Computer Science,SS1,First Term,73,B2
PERF3566,STD047,Computer Science,SS1,Second Term,83,A1
PERF3567,STD047,Computer Science,SS1,Third Term,60,C4
PERF3568,STD047,Computer Science,SS2,First Term,73,B2
PERF3569,STD047,Computer Science,SS2,Second Term,13,F9
PERF3570,STD047,Computer Science,SS2,Third Term,55,C5
PERF3571,STD047,Computer Science,SS3,First Term,83,A1
PERF3572,STD047,Computer Science,SS3,Second Term,47,D7
PERF3573,STD047,Computer Science,SS3,Third Term,81,A1
PERF3574,STD047,Agricultural Science,SS1,First Term,31,F9
PERF3575,STD047,Agricultural Science,SS1,Second Term,67,B3
PERF3576,STD047,Agricultural Science,SS1,Third Term,38,F9
PERF3577,STD047,Agricultural Science,SS2,First Term,31,F9
PERF3578,STD047,Agricultural Science,SS2,Second Term,88,A1
PERF3579,STD047,Agricultural Science,SS2,Third Term,69,B3
PERF3580,STD047,Agricultural Science,SS3,First Term,54,C6
PERF3581,STD047,Agricultural Science,SS3,Second Term,60,C4
PERF3582,STD047,Agricultural Science,SS3,Third Term,37,F9
PERF3583,STD047,Technical Drawing,SS1,First Term,67,B3
PERF3584,STD047,Technical Drawing,SS1,Second Term,69,B3
PERF3585,STD047,Technical Drawing,SS1,Third Term,32,F9
PERF3586,STD047,Technical Drawing,SS2,First Term,73,B2
PERF3587,STD047,Technical Drawing,SS2,Second Term,29,F9
PERF3588,STD047,Technical Drawing,SS2,Third Term,67,B3
PERF3589,STD047,Technical Drawing,SS3,First Term,77,A1
PERF3590,STD047,Technical Drawing,SS3,Second Term,60,C4
PERF3591,STD047,Technical Drawing,SS3,Third Term,31,F9
PERF3592,STD047,Data Processing,SS1,First Term,36,F9
PERF3593,STD047,Data Processing,SS1,Second Term,65,B3
PERF3594,STD047,Data Processing,SS1,Third Term,67,B3
PERF3595,STD047,Data Processing,SS2,First Term,26,F9
PERF3596,STD047,Data Processing,SS2,Second Term,76,A1
PERF3597,STD047,Data Processing,SS2,Third Term,66,B3
PERF3598,STD047,Data Processing,SS3,First Term,69,B3
PERF3599,STD047,Data Processing,SS3,Second Term,78,A1
PERF3600,STD047,Data Processing,SS3,Third Term,88,A1
PERF3601,STD048,English Studies,SS1,First Term,28,F9
PERF3602,STD048,English Studies,SS1,Second Term,38,F9
PERF3603,STD048,English Studies,SS1,Third Term,13,F9
PERF3604,STD048,English Studies,SS2,First Term,82,A1
PERF3605,STD048,English Studies,SS2,Second Term,91,A1
PERF3606,STD048,English Studies,SS2,Third Term,62,C4
PERF3607,STD048,English Studies,SS3,First Term,27,F9
PERF3608,STD048,English Studies,SS3,Second Term,79,A1
PERF3609,STD048,English Studies,SS3,Third Term,41,E8
PERF3610,STD048,Mathematics,SS1,First Term,44,E8
PERF3611,STD048,Mathematics,SS1,Second Term,78,A1
PERF3612,STD048,Mathematics,SS1,Third Term,74,B2
PERF3613,STD048,Mathematics,SS2,First Term,75,A1
PERF3614,STD048,Mathematics,SS2,Second Term,75,A1
PERF3615,STD048,Mathematics,SS2,Third Term,13,F9
PERF3616,STD048,Mathematics,SS3,First Term,26,F9
PERF3617,STD048,Mathematics,SS3,Second Term,22,F9
PERF3618,STD048,Mathematics,SS3,Third Term,33,F9
PERF3619,STD048,Civic Education,SS1,First Term,81,A1
PERF3620,STD048,Civic Education,SS1,Second Term,38,F9
PERF3621,STD048,Civic Education,SS1,Third Term,40,E8
PERF3622,STD048,Civic Education,SS2,First Term,58,C5
PERF3623,STD048,Civic Education,SS2,Second Term,15,F9
PERF3624,STD048,Civic Education,SS2,Third Term,61,C4
PERF3625,STD048,Civic Education,SS3,First Term,92,A1
PERF3626,STD048,Civic Education,SS3,Second Term,46,D7
PERF3627,STD048,Civic Education,SS3,Third Term,91,A1
PERF3628,STD048,Computer Science,SS1,First Term,61,C4
PERF3629,STD048,Computer Science,SS1,Second Term,84,A1
PERF3630,STD048,Computer Science,SS1,Third Term,95,A1
PERF3631,STD048,Computer Science,SS2,First Term,31,F9
PERF3632,STD048,Computer Science,SS2,Second Term,67,B3
PERF3633,STD048,Computer Science,SS2,Third Term,67,B3
PERF3634,STD048,Computer Science,SS3,First Term,37,F9
PERF3635,STD048,Computer Science,SS3,Second Term,78,A1
PERF3636,STD048,Computer Science,SS3,Third Term,15,F9
PERF3637,STD048,Further Mathematics,SS1,First Term,49,D7
PERF3638,STD048,Further Mathematics,SS1,Second Term,67,B3
PERF3639,STD048,Further Mathematics,SS1,Third Term,93,A1
PERF3640,STD048,Further Mathematics,SS2,First Term,12,F9
PERF3641,STD048,Further Mathematics,SS2,Second Term,72,B2
PERF3642,STD048,Further Mathematics,SS2,Third Term,16,F9
PERF3643,STD048,Further Mathematics,SS3,First Term,93,A1
PERF3644,STD048,Further Mathematics,SS3,Second Term,22,F9
PERF3645,STD048,Further Mathematics,SS3,Third Term,27,F9
PERF3646,STD048,Biology,SS1,First Term,44,E8
PERF3647,STD048,Biology,SS1,Second Term,36,F9
PERF3648,STD048,Biology,SS1,Third Term,76,A1
PERF3649,STD048,Biology,SS2,First Term,15,F9
PERF3650,STD048,Biology,SS2,Second Term,62,C4
PERF3651,STD048,Biology,SS2,Third Term,71,B2
PERF3652,STD048,Biology,SS3,First Term,47,D7
PERF3653,STD048,Biology,SS3,Second Term,70,B2
PERF3654,STD048,Biology,SS3,Third Term,53,C6
PERF3655,STD048,Physics,SS1,First Term,33,F9
PERF3656,STD048,Physics,SS1,Second Term,66,B3
PERF3657,STD048,Physics,SS1,Third Term,62,C4
PERF3658,STD048,Physics,SS2,First Term,76,A1
PERF3659,STD048,Physics,SS2,Second Term,91,A1
PERF3660,STD048,Physics,SS2,Third Term,64,C4
PERF3661,STD048,Physics,SS3,First Term,45,D7
PERF3662,STD048,Physics,SS3,Second Term,32,F9
PERF3663,STD048,Physics,SS3,Third Term,69,B3
PERF3664,STD048,Data Processing,SS1,First Term,80,A1
PERF3665,STD048,Data Processing,SS1,Second Term,65,B3
PERF3666,STD048,Data Processing,SS1,Third Term,65,B3
PERF3667,STD048,Data Processing,SS2,First Term,91,A1
PERF3668,STD048,Data Processing,SS2,Second Term,29,F9
PERF3669,STD048,Data Processing,SS2,Third Term,78,A1
PERF3670,STD048,Data Processing,SS3,First Term,12,F9
PERF3671,STD048,Data Processing,SS3,Second Term,46,D7
PERF3672,STD048,Data Processing,SS3,Third Term,43,E8
PERF3673,STD049,English Studies,SS1,First Term,18,F9
PERF3674,STD049,English Studies,SS1,Second Term,32,F9
PERF3675,STD049,English Studies,SS1,Third Term,47,D7
PERF3676,STD049,English Studies,SS2,First Term,73,B2
PERF3677,STD049,English Studies,SS2,Second Term,62,C4
PERF3678,STD049,English Studies,SS2,Third Term,73,B2
PERF3679,STD049,English Studies,SS3,First Term,90,A1
PERF3680,STD049,English Studies,SS3,Second Term,94,A1
PERF3681,STD049,English Studies,SS3,Third Term,30,F9
PERF3682,STD049,Mathematics,SS1,First Term,91,A1
PERF3683,STD049,Mathematics,SS1,Second Term,53,C6
PERF3684,STD049,Mathematics,SS1,Third Term,13,F9
PERF3685,STD049,Mathematics,SS2,First Term,50,C6
PERF3686,STD049,Mathematics,SS2,Second Term,91,A1
PERF3687,STD049,Mathematics,SS2,Third Term,50,C6
PERF3688,STD049,Mathematics,SS3,First Term,27,F9
PERF3689,STD049,Mathematics,SS3,Second Term,72,B2
PERF3690,STD049,Mathematics,SS3,Third Term,28,F9
PERF3691,STD049,Civic Education,SS1,First Term,87,A1
PERF3692,STD049,Civic Education,SS1,Second Term,21,F9
PERF3693,STD049,Civic Education,SS1,Third Term,33,F9
PERF3694,STD049,Civic Education,SS2,First Term,35,F9
PERF3695,STD049,Civic Education,SS2,Second Term,65,B3
PERF3696,STD049,Civic Education,SS2,Third Term,93,A1
PERF3697,STD049,Civic Education,SS3,First Term,25,F9
PERF3698,STD049,Civic Education,SS3,Second Term,66,B3
PERF3699,STD049,Civic Education,SS3,Third Term,48,D7
PERF3700,STD049,Economics,SS1,First Term,15,F9
PERF3701,STD049,Economics,SS1,Second Term,13,F9
PERF3702,STD049,Economics,SS1,Third Term,14,F9
PERF3703,STD049,Economics,SS2,First Term,76,A1
PERF3704,STD049,Economics,SS2,Second Term,51,C6
PERF3705,STD049,Economics,SS2,Third Term,22,F9
PERF3706,STD049,Economics,SS3,First Term,92,A1
PERF3707,STD049,Economics,SS3,Second Term,35,F9
PERF3708,STD049,Economics,SS3,Third Term,33,F9
PERF3709,STD049,Further Mathematics,SS1,First Term,77,A1
PERF3710,STD049,Further Mathematics,SS1,Second Term,56,C5
PERF3711,STD049,Further Mathematics,SS1,Third Term,80,A1
PERF3712,STD049,Further Mathematics,SS2,First Term,88,A1
PERF3713,STD049,Further Mathematics,SS2,Second Term,44,E8
PERF3714,STD049,Further Mathematics,SS2,Third Term,78,A1
PERF3715,STD049,Further Mathematics,SS3,First Term,71,B2
PERF3716,STD049,Further Mathematics,SS3,Second Term,16,F9
PERF3717,STD049,Further Mathematics,SS3,Third Term,27,F9
PERF3718,STD049,Commerce,SS1,First Term,50,C6
PERF3719,STD049,Commerce,SS1,Second Term,91,A1
PERF3720,STD049,Commerce,SS1,Third Term,48,D7
PERF3721,STD049,Commerce,SS2,First Term,92,A1
PERF3722,STD049,Commerce,SS2,Second Term,81,A1
PERF3723,STD049,Commerce,SS2,Third Term,76,A1
PERF3724,STD049,Commerce,SS3,First Term,55,C5
PERF3725,STD049,Commerce,SS3,Second Term,38,F9
PERF3726,STD049,Commerce,SS3,Third Term,36,F9
PERF3727,STD049,Geography,SS1,First Term,60,C4
PERF3728,STD049,Geography,SS1,Second Term,95,A1
PERF3729,STD049,Geography,SS1,Third Term,17,F9
PERF3730,STD049,Geography,SS2,First Term,21,F9
PERF3731,STD049,Geography,SS2,Second Term,72,B2
PERF3732,STD049,Geography,SS2,Third Term,74,B2
PERF3733,STD049,Geography,SS3,First Term,85,A1
PERF3734,STD049,Geography,SS3,Second Term,51,C6
PERF3735,STD049,Geography,SS3,Third Term,21,F9
PERF3736,STD049,Agricultural Science,SS1,First Term,35,F9
PERF3737,STD049,Agricultural Science,SS1,Second Term,69,B3
PERF3738,STD049,Agricultural Science,SS1,Third Term,35,F9
PERF3739,STD049,Agricultural Science,SS2,First Term,68,B3
PERF3740,STD049,Agricultural Science,SS2,Second Term,56,C5
PERF3741,STD049,Agricultural Science,SS2,Third Term,47,D7
PERF3742,STD049,Agricultural Science,SS3,First Term,54,C6
PERF3743,STD049,Agricultural Science,SS3,Second Term,36,F9
PERF3744,STD049,Agricultural Science,SS3,Third Term,87,A1
PERF3745,STD049,Data Processing,SS1,First Term,88,A1
PERF3746,STD049,Data Processing,SS1,Second Term,49,D7
PERF3747,STD049,Data Processing,SS1,Third Term,46,D7
PERF3748,STD049,Data Processing,SS2,First Term,29,F9
PERF3749,STD049,Data Processing,SS2,Second Term,37,F9
PERF3750,STD049,Data Processing,SS2,Third Term,41,E8
PERF3751,STD049,Data Processing,SS3,First Term,62,C4
PERF3752,STD049,Data Processing,SS3,Second Term,16,F9
PERF3753,STD049,Data Processing,SS3,Third Term,83,A1
PERF3754,STD050,English Studies,SS1,First Term,80,A1
PERF3755,STD050,English Studies,SS1,Second Term,47,D7
PERF3756,STD050,English Studies,SS1,Third Term,40,E8
PERF3757,STD050,English Studies,SS2,First Term,54,C6
PERF3758,STD050,English Studies,SS2,Second Term,65,B3
PERF3759,STD050,English Studies,SS2,Third Term,77,A1
PERF3760,STD050,English Studies,SS3,First Term,52,C6
PERF3761,STD050,English Studies,SS3,Second Term,16,F9
PERF3762,STD050,English Studies,SS3,Third Term,31,F9
PERF3763,STD050,Mathematics,SS1,First Term,50,C6
PERF3764,STD050,Mathematics,SS1,Second Term,38,F9
PERF3765,STD050,Mathematics,SS1,Third Term,76,A1
PERF3766,STD050,Mathematics,SS2,First Term,76,A1
